TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
75,BBCWorld,BBC News (World),2017-12-01 16:27:51+00:00,0.198,0.802,0.0,0.5719,"RT @bbcworldservice: With hundreds of possible partners, how do you find the perfect match? 📻 https://t.co/2dsG9aESiF https://t.co/mZmYo9ra…"
74,BBCWorld,BBC News (World),2017-12-01 16:31:25+00:00,0.0,1.0,0.0,0.0,"RT @BBCSport: Fixtures ✅
Times ✅
Place ✅

Plan your 2018 Fifa #WorldCup here 👉 https://t.co/ZP8c002zey #WorldCupDraw #bbcfootball https://t…"
73,BBCWorld,BBC News (World),2017-12-01 16:40:18+00:00,0.0,1.0,0.0,0.0,Potsdam police find explosives found near Christmas market https://t.co/PmG70tOlrr
72,BBCWorld,BBC News (World),2017-12-01 16:44:07+00:00,0.207,0.575,0.218,-0.0258,Belgium's Prince Laurent protests over fine https://t.co/iGwWZBEe0W
71,BBCWorld,BBC News (World),2017-12-01 17:18:50+00:00,0.0,0.787,0.213,-0.4019,"White House logs show problem with ants, mice and cockroaches https://t.co/QXB6HQC7x6"
70,BBCWorld,BBC News (World),2017-12-01 17:26:50+00:00,0.32,0.467,0.213,0.1531,Actors rehearsing 'Jihad' play cause security scare in France https://t.co/fwK7PD5JT6
69,BBCWorld,BBC News (World),2017-12-01 18:49:51+00:00,0.0,1.0,0.0,0.0,"Pope uses the ""R"" word https://t.co/yISjsMQsPt"
68,BBCWorld,BBC News (World),2017-12-01 19:31:42+00:00,0.318,0.682,0.0,0.4215,"Artist rescued after not-so-great 'escape'

https://t.co/cKQrURtq69 https://t.co/RvVwXigmkY"
67,BBCWorld,BBC News (World),2017-12-01 19:51:05+00:00,0.0,0.785,0.215,-0.6249,"Rohingya crisis: Why is it a big deal that Pope Francis used the 'R' word? 

https://t.co/Han1ULjkpN https://t.co/3U5stD3fEt"
66,BBCWorld,BBC News (World),2017-12-01 20:06:35+00:00,0.139,0.861,0.0,0.4019,"RT @BBCSteveR: Want to know more about Volgograd, where England play their opening World Cup match next June? It has one of the world's tal…"
65,BBCWorld,BBC News (World),2017-12-01 20:10:09+00:00,0.63,0.37,0.0,0.7003,"'Jihad' comedians cause France security alert

https://t.co/0BgseermGe"
64,BBCWorld,BBC News (World),2017-12-01 20:25:48+00:00,0.134,0.866,0.0,0.1779,Reza Zarrab case: Turkey seizes assets of trader in US trial https://t.co/Jk7GYgWcBJ
63,BBCWorld,BBC News (World),2017-12-01 20:37:18+00:00,0.0,0.404,0.596,-0.9153,Slobodan Praljak suicide: War criminal took 'cyanide' in Hague court https://t.co/yzt6LdXj1v
62,BBCWorld,BBC News (World),2017-12-01 20:55:00+00:00,0.216,0.784,0.0,0.296,US woman admits testing homemade ricin on neighbours https://t.co/hCLc19OxOW
61,BBCWorld,BBC News (World),2017-12-01 20:59:24+00:00,0.286,0.714,0.0,0.7184,"RT @BBCNews: Prince Harry and Meghan Markle complete first joint public engagement since... their engagement

https://t.co/EOYnmFRmRm https…"
60,BBCWorld,BBC News (World),2017-12-01 21:53:00+00:00,0.0,1.0,0.0,0.0,Amal Hijazi: Lebanese pop star breaks retirement with song for Muhammad https://t.co/uZyZpEOrJl
59,BBCWorld,BBC News (World),2017-12-01 21:53:00+00:00,0.0,0.784,0.216,-0.296,Canada province urges shopkeepers to stop saying 'Bonjour-Hi' https://t.co/CSz84cpfuU
58,BBCWorld,BBC News (World),2017-12-01 22:47:37+00:00,0.223,0.777,0.0,0.3182,Sanremo tornado: Huge waterspout forms off Italian coast https://t.co/DhTRysakdS
57,BBCWorld,BBC News (World),2017-12-01 22:54:42+00:00,0.0,0.673,0.327,-0.34,Turkey hunger striker Gulmen found guilty but released https://t.co/lTDTXT4jux
56,BBCWorld,BBC News (World),2017-12-01 23:53:41+00:00,0.0,0.522,0.478,-0.6705,Hawaii dusts off nuclear attack warning siren https://t.co/CrIp6Ufvl3
55,BBCWorld,BBC News (World),2017-12-02 00:16:01+00:00,0.5,0.5,0.0,0.25,Olympic dream https://t.co/YwEfC8G6R2
54,BBCWorld,BBC News (World),2017-12-02 00:26:44+00:00,0.0,1.0,0.0,0.0,Returning home https://t.co/yKHoebmBXm
53,BBCWorld,BBC News (World),2017-12-02 00:54:49+00:00,0.0,1.0,0.0,0.0,The man who said 'Non' https://t.co/GmMd2Z6mE5
52,BBCWorld,BBC News (World),2017-12-02 01:54:42+00:00,0.0,0.745,0.255,-0.34,Kaspersky Labs: Warning over Russian anti-virus software https://t.co/rr4ietrD87
51,BBCWorld,BBC News (World),2017-12-02 02:15:36+00:00,0.223,0.777,0.0,0.3182,Honduras election: Fresh delays after opposition demands recount https://t.co/bgspgrxcMJ
50,BBCWorld,BBC News (World),2017-12-02 05:05:41+00:00,0.294,0.706,0.0,0.3612,Major fishing nations agree Arctic moratorium https://t.co/b463WVvnlB
49,BBCWorld,BBC News (World),2017-12-02 06:59:38+00:00,0.0,1.0,0.0,0.0,US Senate passes sweeping tax overhaul bill https://t.co/ZnMhFkg5hG
48,BBCWorld,BBC News (World),2017-12-02 08:02:35+00:00,0.0,1.0,0.0,0.0,"RT @BBCBusiness: It's a jungle out there in the finance world and we're on a safari. Over the next month, we'll be posting our A-Z of Busin…"
47,BBCWorld,BBC News (World),2017-12-02 08:14:57+00:00,0.0,0.517,0.483,-0.6808,How Pussy Riot turned to protest art https://t.co/SCKSnevinT
46,BBCWorld,BBC News (World),2017-12-02 09:09:59+00:00,0.0,1.0,0.0,0.0,Israel targets Syrian military base - Syrian state TV https://t.co/zORH3BkruD
45,BBCWorld,BBC News (World),2017-12-02 09:43:41+00:00,0.0,0.676,0.324,-0.34,Hawaii tests nuclear warning siren https://t.co/qmEwTJysi5
44,BBCWorld,BBC News (World),2017-12-02 10:06:52+00:00,0.0,1.0,0.0,0.0,A city built for scientists https://t.co/yx0PVZ8Rfb
43,BBCWorld,BBC News (World),2017-12-02 10:34:23+00:00,0.252,0.748,0.0,0.5719,Australian MP Barnaby Joyce wins back seat after dual citizenship row https://t.co/4q80qTH6IW
42,BBCWorld,BBC News (World),2017-12-02 10:53:36+00:00,0.216,0.625,0.159,0.25,"RT @BBCSport: Australia have beaten England to win the #RLWC2017. 

➡ https://t.co/EwfAqAMrNc #bbcrl https://t.co/pl1rVA7gIx"
41,BBCWorld,BBC News (World),2017-12-02 11:31:35+00:00,0.0,1.0,0.0,0.0,"RT @BBCBusiness: What do unicorns, zebras, sharks and bees have to do with your money? Explore our full A-Z Business Beasts guide here: htt…"
40,BBCWorld,BBC News (World),2017-12-02 11:58:23+00:00,0.0,1.0,0.0,0.0,Yemen: ex-President Saleh offers talks to Saudi-led coalition https://t.co/bOKLQRtze6
39,BBCWorld,BBC News (World),2017-12-02 12:12:08+00:00,0.326,0.674,0.0,0.4404,ICYMI: Hanks' thanks for 126p car https://t.co/iwZQ45Gbz4
38,BBCWorld,BBC News (World),2017-12-02 12:38:18+00:00,0.0,1.0,0.0,0.0,Triple talaq: India considers jail for 'instant divorce' https://t.co/1cqi8o3w47
37,BBCWorld,BBC News (World),2017-12-02 12:41:25+00:00,0.375,0.625,0.0,0.9081,"RT @BBCJonSopel: A win is a win is a win. And last night in the Senate, @realDonaldTrump scored  a big one on overhauling tax system  https…"
36,BBCWorld,BBC News (World),2017-12-02 13:20:58+00:00,0.0,0.7,0.3,-0.4576,Completely blind backpacker travelling around the world https://t.co/s7O34io2bg
35,BBCWorld,BBC News (World),2017-12-02 15:01:56+00:00,0.0,0.585,0.415,-0.8316,Egyptian lawyer jailed for saying women in ripped jeans should be raped https://t.co/HGENEk76vh
34,BBCWorld,BBC News (World),2017-12-02 15:19:34+00:00,0.32,0.68,0.0,0.5106,UAE 'deports' Egypt presidential hopeful Ahmed Shafiq https://t.co/lEje7LLsYC
33,BBCWorld,BBC News (World),2017-12-02 15:45:18+00:00,0.0,0.826,0.174,-0.2263,Alternative for Germany: Police and protesters clash over meeting https://t.co/t3xPmfVjQ7
32,BBCWorld,BBC News (World),2017-12-02 16:49:32+00:00,0.0,0.556,0.444,-0.6808,"How Pussy Riot turned to protest art 

https://t.co/BZIptDmFSL https://t.co/YuW8oKEnFN"
31,BBCWorld,BBC News (World),2017-12-02 17:50:07+00:00,0.0,1.0,0.0,0.0,Trump says Flynn's Russia dealings lawful https://t.co/rVRBhhyB9X
30,BBCWorld,BBC News (World),2017-12-02 18:04:42+00:00,0.0,0.645,0.355,-0.5106,Zimbabwe's Mnangagwa replaces ministers after outcry https://t.co/1so6etNGSb
29,BBCWorld,BBC News (World),2017-12-02 23:18:39+00:00,0.225,0.583,0.192,0.1027,Yemen conflict: Saudi-led coalition welcomes Saleh talks offer https://t.co/eBaiX0ctxb
28,BBCWorld,BBC News (World),2017-12-03 00:17:16+00:00,0.0,1.0,0.0,0.0,Winds of change https://t.co/TOMTrWBbeV
27,BBCWorld,BBC News (World),2017-12-03 00:23:53+00:00,0.0,1.0,0.0,0.0,Trump my crib https://t.co/GZoHVDSGYR
26,BBCWorld,BBC News (World),2017-12-03 00:27:24+00:00,0.0,1.0,0.0,0.0,Reality Check https://t.co/FmtOMXIjTG
25,BBCWorld,BBC News (World),2017-12-03 00:27:24+00:00,0.0,1.0,0.0,0.0,Pop apocalypse https://t.co/eE4noHWNK7
24,BBCWorld,BBC News (World),2017-12-03 01:04:37+00:00,0.535,0.465,0.0,0.3182,Fresh heart https://t.co/InPKv8ZCQf
23,BBCWorld,BBC News (World),2017-12-03 02:02:43+00:00,0.0,0.778,0.222,-0.25,UK social mobility board quits in protest https://t.co/LWdlu83VMY
22,BBCWorld,BBC News (World),2017-12-03 02:16:44+00:00,0.388,0.393,0.219,0.4588,From war wounded to medal winner: Ukrainian soldier's journey https://t.co/XgMHLXq7c8
21,BBCWorld,BBC News (World),2017-12-03 02:20:07+00:00,0.245,0.755,0.0,0.5984,Meet one of the nominees in Liberia's hunt for most trustworthy official https://t.co/Hmo8jR1cNF
20,BBCWorld,BBC News (World),2017-12-02 11:58:23+00:00,0.0,1.0,0.0,0.0,Yemen: ex-President Saleh offers talks to Saudi-led coalition https://t.co/bOKLQRtze6
19,BBCWorld,BBC News (World),2017-12-02 12:12:08+00:00,0.326,0.674,0.0,0.4404,ICYMI: Hanks' thanks for 126p car https://t.co/iwZQ45Gbz4
18,BBCWorld,BBC News (World),2017-12-02 12:38:18+00:00,0.0,1.0,0.0,0.0,Triple talaq: India considers jail for 'instant divorce' https://t.co/1cqi8o3w47
17,BBCWorld,BBC News (World),2017-12-02 12:41:25+00:00,0.375,0.625,0.0,0.9081,"RT @BBCJonSopel: A win is a win is a win. And last night in the Senate, @realDonaldTrump scored  a big one on overhauling tax system  https…"
16,BBCWorld,BBC News (World),2017-12-02 13:20:58+00:00,0.0,0.7,0.3,-0.4576,Completely blind backpacker travelling around the world https://t.co/s7O34io2bg
15,BBCWorld,BBC News (World),2017-12-02 15:01:56+00:00,0.0,0.585,0.415,-0.8316,Egyptian lawyer jailed for saying women in ripped jeans should be raped https://t.co/HGENEk76vh
14,BBCWorld,BBC News (World),2017-12-02 15:19:34+00:00,0.32,0.68,0.0,0.5106,UAE 'deports' Egypt presidential hopeful Ahmed Shafiq https://t.co/lEje7LLsYC
13,BBCWorld,BBC News (World),2017-12-02 15:45:18+00:00,0.0,0.826,0.174,-0.2263,Alternative for Germany: Police and protesters clash over meeting https://t.co/t3xPmfVjQ7
12,BBCWorld,BBC News (World),2017-12-02 16:49:32+00:00,0.0,0.556,0.444,-0.6808,"How Pussy Riot turned to protest art 

https://t.co/BZIptDmFSL https://t.co/YuW8oKEnFN"
11,BBCWorld,BBC News (World),2017-12-02 17:50:07+00:00,0.0,1.0,0.0,0.0,Trump says Flynn's Russia dealings lawful https://t.co/rVRBhhyB9X
10,BBCWorld,BBC News (World),2017-12-02 18:04:42+00:00,0.0,0.645,0.355,-0.5106,Zimbabwe's Mnangagwa replaces ministers after outcry https://t.co/1so6etNGSb
9,BBCWorld,BBC News (World),2017-12-02 23:18:39+00:00,0.225,0.583,0.192,0.1027,Yemen conflict: Saudi-led coalition welcomes Saleh talks offer https://t.co/eBaiX0ctxb
8,BBCWorld,BBC News (World),2017-12-03 00:17:16+00:00,0.0,1.0,0.0,0.0,Winds of change https://t.co/TOMTrWBbeV
7,BBCWorld,BBC News (World),2017-12-03 00:23:53+00:00,0.0,1.0,0.0,0.0,Trump my crib https://t.co/GZoHVDSGYR
6,BBCWorld,BBC News (World),2017-12-03 00:27:24+00:00,0.0,1.0,0.0,0.0,Reality Check https://t.co/FmtOMXIjTG
5,BBCWorld,BBC News (World),2017-12-03 00:27:24+00:00,0.0,1.0,0.0,0.0,Pop apocalypse https://t.co/eE4noHWNK7
4,BBCWorld,BBC News (World),2017-12-03 01:04:37+00:00,0.535,0.465,0.0,0.3182,Fresh heart https://t.co/InPKv8ZCQf
3,BBCWorld,BBC News (World),2017-12-03 02:02:43+00:00,0.0,0.778,0.222,-0.25,UK social mobility board quits in protest https://t.co/LWdlu83VMY
2,BBCWorld,BBC News (World),2017-12-03 02:16:44+00:00,0.388,0.393,0.219,0.4588,From war wounded to medal winner: Ukrainian soldier's journey https://t.co/XgMHLXq7c8
1,BBCWorld,BBC News (World),2017-12-03 02:20:07+00:00,0.245,0.755,0.0,0.5984,Meet one of the nominees in Liberia's hunt for most trustworthy official https://t.co/Hmo8jR1cNF
100,CBSNews,CBS News,2017-12-02 07:33:05+00:00,0.138,0.862,0.0,0.1531,"Pope Francis says ""Rohingya"" in emotional encounter with refugees https://t.co/AGmmh7mSZI https://t.co/TlCPh48Q2V"
99,CBSNews,CBS News,2017-12-02 07:48:05+00:00,0.0,0.588,0.412,-0.8271,"Man threatened to kill U.S. congressman over net neutrality, officials say https://t.co/NMbaFGfmvu https://t.co/0LB6rU444E"
98,CBSNews,CBS News,2017-12-02 08:03:05+00:00,0.211,0.789,0.0,0.4939,Bitcoin exchange Coinbase ordered to hand over customer data to IRS https://t.co/LPpaLH93uW https://t.co/8NpwVRcV1S
97,CBSNews,CBS News,2017-12-02 08:23:11+00:00,0.0,0.769,0.231,-0.4019,Could early balding signal heart trouble in men? https://t.co/OedoPn19t7 https://t.co/LnX6LdRkRo
96,CBSNews,CBS News,2017-12-02 08:33:05+00:00,0.0,1.0,0.0,0.0,Senate passes Republican tax bill https://t.co/IZhG6dyvWe https://t.co/otMQf3AGRI
95,CBSNews,CBS News,2017-12-02 08:48:06+00:00,0.0,1.0,0.0,0.0,"White nationalist group set up memorial to Kate Steinle, slain in 2015 San Francisco pier shooting… https://t.co/BYhg0dlP2K"
94,CBSNews,CBS News,2017-12-02 09:03:04+00:00,0.0,0.696,0.304,-0.5859,"Remains of missing Army vet, dog found in shallow grave, police say https://t.co/801jVc1q2B"
93,CBSNews,CBS News,2017-12-02 09:18:08+00:00,0.0,0.714,0.286,-0.4588,"Navy commander sentenced for role in ""Fat Leonard"" bribery scandal https://t.co/c5rLemxhoV https://t.co/90IiGDy0cX"
92,CBSNews,CBS News,2017-12-02 09:33:04+00:00,0.0,1.0,0.0,0.0,"Mike Flynn says he takes ""full responsibility"" for his actions https://t.co/PCbqQMTwF7 https://t.co/j7aldVzMAp"
91,CBSNews,CBS News,2017-12-02 09:48:05+00:00,0.0,0.828,0.172,-0.3612,"NBC News chief says network is investigating Matt Lauer's ""appalling behavior"" https://t.co/0HEdPJvndr https://t.co/27DHufbbYi"
90,CBSNews,CBS News,2017-12-02 10:03:05+00:00,0.0,0.774,0.226,-0.4754,"Analysis: Mueller investigation ""should make you very nervous"" if you have something to hide https://t.co/Rkg2ecm47z https://t.co/yfYQF5rO7g"
89,CBSNews,CBS News,2017-12-02 10:18:07+00:00,0.178,0.822,0.0,0.3818,Drug treatment court judge helps Minnesota woman turn her life around https://t.co/2vxLxQS0FB https://t.co/o2WbtOoBGf
88,CBSNews,CBS News,2017-12-02 10:33:05+00:00,0.0,0.552,0.448,-0.7964,"Pelosi, DCCC chairman call for congressman accused of harassment to resign https://t.co/VNiRymB9M5 https://t.co/FmG1J5FArA"
87,CBSNews,CBS News,2017-12-02 10:48:05+00:00,0.162,0.659,0.18,-0.0772,American Airlines pilots to cover flights after glitch threatened holiday travel https://t.co/eyf4lSW0wX https://t.co/I8uL8UInx7
86,CBSNews,CBS News,2017-12-02 11:03:05+00:00,0.211,0.789,0.0,0.4939,Bitcoin exchange Coinbase ordered to hand over customer data to IRS https://t.co/ONnpG13i58 https://t.co/T1WXnJKJMh
85,CBSNews,CBS News,2017-12-02 11:18:07+00:00,0.108,0.723,0.169,-0.25,Former NSA employee pleads guilty to keeping top secret info at home https://t.co/AxZNwjWcjP https://t.co/KaBtYnPUR3
84,CBSNews,CBS News,2017-12-02 11:33:05+00:00,0.0,0.82,0.18,-0.296,Mariah Woods: Search continues for missing North Carolina 3-year-old https://t.co/TKC1eHwgVq https://t.co/AUO1LunHZO
83,CBSNews,CBS News,2017-12-02 11:48:06+00:00,0.168,0.559,0.273,-0.4019,"Lung cancer drug targets ""hidden"" HIV in promising case https://t.co/AZrRvTrWZC https://t.co/BLS8d9hSMr"
82,CBSNews,CBS News,2017-12-02 12:03:06+00:00,0.0,1.0,0.0,0.0,"Netflix announces third season of ""Stranger Things"" https://t.co/W1ylQbMSGf https://t.co/ZSCXUIWWz9"
81,CBSNews,CBS News,2017-12-02 12:18:08+00:00,0.198,0.802,0.0,0.5719,"McDonald's manager who tipped cops off in Tampa slayings case to receive $110,000 reward https://t.co/ngUxzghA85 https://t.co/DRhXv13IOO"
80,CBSNews,CBS News,2017-12-02 12:33:05+00:00,0.0,0.629,0.371,-0.7579,"Thieves steal toys, clothes, tools from Salvation Army warehouse in Baltimore https://t.co/0VpqHRR7K5 https://t.co/p1yf1Eq952"
79,CBSNews,CBS News,2017-12-02 12:48:03+00:00,0.0,0.829,0.171,-0.4753,"Hecklers yell ""Lock him up!"" as Michael Flynn leaves courthouse after making guilty plea https://t.co/2oVFmijMJy https://t.co/P1iX721fVV"
78,CBSNews,CBS News,2017-12-02 13:03:05+00:00,0.0,0.763,0.237,-0.4215,Ex-Oklahoma lawmaker pleads guilty to child sex trafficking https://t.co/UWmL2RvEgF https://t.co/xlq2gSjc0c
77,CBSNews,CBS News,2017-12-02 13:18:08+00:00,0.0,1.0,0.0,0.0,Tesla turns on world's biggest lithium-ion battery https://t.co/2IhJx81HCz https://t.co/r54QPY4hBL
76,CBSNews,CBS News,2017-12-02 13:33:05+00:00,0.153,0.438,0.409,-0.5423,Accusers face risks when violating nondisclosure agreements https://t.co/rfpfWPKXD0 https://t.co/YGtomyn5h5
75,CBSNews,CBS News,2017-12-02 13:38:32+00:00,0.0,0.639,0.361,-0.8625,Investigators in North Carolina say a missing 3-year-old girl is believed to be dead and have arrested a man in con… https://t.co/Cifh020qbl
74,CBSNews,CBS News,2017-12-02 13:48:06+00:00,0.115,0.885,0.0,0.0772,Feds want to seize Martin Shkreli's Wu-Tang Clan album https://t.co/GQIL3hPM7S https://t.co/I19hsoeiV5
73,CBSNews,CBS News,2017-12-02 14:03:04+00:00,0.0,0.533,0.467,-0.7906,Report faults law enforcement at violent Charlottesville rally https://t.co/tUGOqLz7qj https://t.co/OReSE7oNoQ
72,CBSNews,CBS News,2017-12-02 14:15:02+00:00,0.0,1.0,0.0,0.0,The Senate narrowly passed Republicans' tax reform legislation just before 2 a.m. ET; the bill next heads to confer… https://t.co/VVY3UBSYiR
71,CBSNews,CBS News,2017-12-02 14:35:01+00:00,0.0,0.723,0.277,-0.7579,Investigators in North Carolina say a missing 3-year-old girl is believed to be dead; her mother's boyfriend has be… https://t.co/NgFAD6PWrb
70,CBSNews,CBS News,2017-12-02 14:55:01+00:00,0.0,1.0,0.0,0.0,"The first baby born from a uterus transplant in the U.S. has been delivered in Texas:
https://t.co/5i0f6j2ZB7 https://t.co/c5y0gC69yQ"
69,CBSNews,CBS News,2017-12-02 15:16:01+00:00,0.0,0.739,0.261,-0.6478,"President Trump reacts to Michael Flynn's guilty plea, says there was ""absolutely no collusion"" with Russia… https://t.co/uLOmLVfoX6"
68,CBSNews,CBS News,2017-12-02 15:35:55+00:00,0.0,0.872,0.128,-0.296,The Senate narrowly passed Republicans' tax reform legislation early Saturday morning with no Democratic support:… https://t.co/0dtDL2AOs6
67,CBSNews,CBS News,2017-12-02 15:55:02+00:00,0.0,1.0,0.0,0.0,"A white nationalist group set up a memorial for Kate Steinle near where she was shot, decorating it with flowers, c… https://t.co/6UQ8z9ot2Z"
66,CBSNews,CBS News,2017-12-02 16:15:01+00:00,0.0,0.798,0.202,-0.5859,"The remains of a missing Army veteran and her dog were found in a shallow grave after a tip from her ex-husband, po… https://t.co/btNUdTMfmx"
65,CBSNews,CBS News,2017-12-02 16:35:01+00:00,0.122,0.878,0.0,0.3612,"Jesse Ventura and the estate of ""American Sniper"" author Chris Kyle agree to dismiss the former Minnesota governor'… https://t.co/jz7Xvf6MEC"
64,CBSNews,CBS News,2017-12-02 16:55:02+00:00,0.1,0.9,0.0,0.25,"Proponents claim the Senate GOP tax plan would ""directly benefit"" all Americans, but how people would actually make… https://t.co/WDsQyA4T6H"
63,CBSNews,CBS News,2017-12-02 17:15:01+00:00,0.0,1.0,0.0,0.0,"This week, archaeologists unearthed part of one of the 21 sphinxes Cecil B. DeMille left behind after wrapping up f… https://t.co/rqTCpaOVux"
62,CBSNews,CBS News,2017-12-02 17:19:32+00:00,0.0,0.808,0.192,-0.6124,"NEW: President Trump speaks out on Michael Flynn, says he ""had to fire General Flynn because he lied to the Vice Pr… https://t.co/weVVAfOlHo"
